,original_firstorder_Entropy,original_GLCM_Joint_Energy,wavelet-HLL_gldm_SmallDependenceEmphasis,wavelet-LHL_firstorder_Kurtosis,lbp-3D-k_glcm_Contrast,log-sigma-1-0-mm-3D_glcm_Imc2,wavelet-HHL_glszm_SmallAreaEmphasis,lbp-3D-k_firstorder_Variance,original_glszm_LargeAreaLowGrayLevelEmphasis,wavelet-HHL_glszm_ZonePercentage,log-sigma-1-0-mm-3D_glcm_Imc1,wavelet-HHL_glcm_Imc2,lbp-3D-k_firstorder_90Percentile,log-sigma-3-0-mm-3D_gldm_DependenceVariance,wavelet-LHH_firstorder_Kurtosis,wavelet-LHH_glcm_Imc2,lbp-3D-m2_firstorder_Kurtosis,wavelet-LHH_gldm_HighGrayLevelEmphasis,wavelet-HHL_glcm_DifferenceVariance,lbp-3D-k_glcm_Correlation,log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,wavelet-HHL_glcm_SumSquares,log-sigma-3-0-mm-3D_firstorder_Kurtosis,wavelet-HLL_glszm_ZonePercentage,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,original_glszm_SizeZoneNonUniformityNormalized,original_gldm_DependenceVariance,original_glszm_LargeAreaEmphasis,wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,wavelet-LHL_glszm_SmallAreaEmphasis,log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,log-sigma-1-0-mm-3D_glcm_ClusterProminence,original_shape_Maximum2DDiameterRow,wavelet-LLL_firstorder_Entropy,wavelet-LHH_glrlm_ShortRunHighGrayLevelEmphasis,gradient_firstorder_Kurtosis,log-sigma-2-0-mm-3D_firstorder_Median,log-sigma-2-0-mm-3D_glcm_Imc1,original_firstorder_Kurtosis
0,0.23046519282319616,0.4315581316222536,0.29043326013795,0.5682524099751883,0.4524861087550495,0.6242516893942668,0.5384189343978056,0.8567352922590752,0.7088148135584273,0.2193238864604287,0.38035134780121577,0.7126855384101909,0.22316412800796875,0.8946486988765688,0.6045883828063623,0.8198471112798381,0.798053106176201,0.3109798035815561,0.4878219343536249,0.5332725022553263,0.7032231190917106,0.048208090766425384,0.6128332040982205,0.6636443927433213,0.4550348450473236,0.0981884734714078,0.5559704089368662,0.2618892015802053,0.0,0.2975868041424711,0.3254111110614029,0.8144158562226669,0.7024434370371316,0.5452244042702501,0.3232891284104266,0.3421354918367299,0.5681604131547342,0.6057266824180949,0.4288276171104466,0.5835034149811434
1,0.17759867068451046,0.4445908960530384,0.5678143046228126,0.554010807462014,0.5571580062944163,0.4948152274370321,0.6213064462239779,0.43767794114567227,0.7019096105794352,0.28548661066907643,0.07356580417785065,0.34627533200995264,0.7176558457945741,0.5445858476934278,0.602324223174307,0.2323833776069551,0.5355817417343214,0.7090372680794421,0.2313811538068538,0.500678229707947,0.5017268093282248,0.5231585176388319,0.5434023230639227,0.30174887992818833,0.5415939621102368,0.9218000856283792,0.11754122849839288,0.1409794095586129,0.4104652720899461,0.2326873392475121,0.6087704595463854,0.6890055471248645,0.5001160489754619,0.3944640935748089,0.5926062146040573,0.16633473243549635,0.5067476338784133,0.6456159864893214,0.7136626044960273,0.6067879120290071
2,0.3257514978721232,0.1657314946443185,0.3449970941529831,0.8156115356452277,0.4578138213763597,0.8536349842991551,0.7720116105996071,0.6712035746245898,0.4653476282901827,0.3108290516170084,0.7045421120758002,0.7403900168671188,0.11358610965870596,0.5404344184418994,0.5844931558954772,0.3284300405102669,0.5543197152978961,0.51378146272989,0.3929734027727102,0.6654558739264774,0.5117823161390908,0.7038080256207602,0.08850962286190152,0.6581394129539138,1.0,0.4300612606225475,0.3250246331119683,0.4753861683059759,0.5469447306158766,0.4065411806860408,0.3664335476862473,0.5977202908465661,0.6792995076162962,0.6914765288327027,0.01488932193023497,0.5380942007884798,0.8464684007364164,0.4945444638530313,0.6286536761174121,0.9422796748151704
3,0.3846629779269202,0.0,0.5634441142543621,0.32778931730341543,0.23518998437924554,0.6188177352862401,0.6883209650537073,0.3919245195242888,0.31003935752906964,0.8124771130656255,0.7880461256633161,0.5419048574791943,0.4849392720961646,0.4564890104189446,0.3787639290015964,0.6510474863536927,0.6533993447831608,0.4168216315875731,0.4500443522478927,0.8224053978704163,0.8025620577285387,0.3426448337567812,0.20093149776538247,0.0,0.6289066546964069,0.6410085475435264,0.4526240777537298,0.9151460951992668,0.6197888337854143,0.6726202154115138,0.5004856795220479,0.2064890423629785,0.08257528147056474,0.984321914525463,0.33785960130775783,0.23103585390421436,0.31705933529482505,0.7833792716856467,0.5767610256305397,0.3977863677070443
4,0.5679705194258425,0.8802623084752693,0.5638198941903652,0.8142003647539322,0.38076249899818,0.8987295972969676,0.23335542900701764,0.9362546496397792,0.6499992445801198,0.4055200251984927,0.8797963631008421,0.613005080388066,0.5914929188389708,0.7302208236421472,0.292812131124608,0.2497353975173981,0.5211012832873283,0.29031059136999465,0.4719239991049057,0.5168656909723988,0.1482322630054397,0.6895806188317524,0.6420895638507188,0.53363243300434,0.6356017988025007,0.4144670640524915,0.9324467407777188,0.541330750939856,0.716151344707167,0.6283590889341083,0.7204590327544159,0.6711600011257787,0.5215114057072546,0.7697992656470749,0.4312602661179393,0.4833630708322954,0.6502161943489145,0.6144695290469038,0.6952015449492484,0.3002645709014741
5,0.2881663947079866,0.07804330919428593,0.7367555282416481,0.7275714529925986,0.37242612805914976,0.40090003008922775,0.7192056040472173,0.7117295779526425,0.5089985256405773,0.6581638159730693,0.6395903650734924,0.3703594075735012,0.9251747259044648,0.2606018293557629,0.7310058142947091,0.3587096340241224,0.2708081351082829,0.5420358656717085,0.23328706534357474,1.0,0.3175450183253412,0.6243586318413443,0.3942181188682152,0.6719019202615774,0.5201076495465672,0.6697100996310765,0.8308855859673238,0.495385300121012,0.3829087721409378,0.6368115285455381,0.7495502542092621,0.8083087002295289,0.6333027788902448,0.30706269417575704,1.0,1.0,0.3557545882306533,0.3826437379522568,0.6603943824545577,0.4433026647585819
6,0.3271854530313225,0.4947095652934331,0.17998183956349484,0.8365265213711027,0.2716225180716231,0.8537410740048296,0.6305494175326801,0.5313652519401086,0.21016447792847884,0.17849555391904992,0.6502808921480733,0.4367099009510312,0.6106741147941469,0.4470408094161864,0.7128354068230611,0.592178303973603,0.6973973994473721,0.5242721398675677,0.4597610588120237,0.41617776191436257,0.5657217726297414,0.38482719142630056,0.5356925488083301,0.6925445992318339,0.6688009652318267,0.5989394672487225,0.5020434876332783,0.3482888651230916,0.5383916888819303,0.29248235687377044,1.0,1.0,0.5996652736479511,0.4388915489381968,0.4828525606588045,0.3225454784699765,1.0,0.618674998773129,0.4660326094614196,0.6714653618109555
7,0.0,0.16815785097458075,0.3600387426605262,0.9195604609729257,0.44945342690758017,0.4715775732711408,0.4526955930871954,0.6900848792606448,0.30010960791650465,0.6672527504309582,0.3825364245077077,0.5477500408948188,0.7085212975661627,0.2357110207266491,0.6018808364414862,0.8093013800223234,0.7027566806621178,0.3156261418766607,0.6123715376141124,0.391964745038026,0.5043225792272511,0.5518431588596209,1.0,0.8294768259289194,0.5357382228356848,0.2775545690519659,0.901204030689598,0.8970832372591597,0.7110924193114673,0.1360590668102552,0.5189061443587699,0.16370891667242551,0.6839584646862777,0.3338370917466613,0.2933467436740357,0.4970625125295362,0.8207916902961517,0.3386108901562045,0.1378314004882774,0.4810257520775939
8,0.3441391715286985,0.4106346998407307,0.2901417894449849,0.6933288096301087,0.006871937177887632,0.7850357604225587,0.6351915318042404,0.9088734732633922,0.3140479875095483,0.6694953138240377,0.5673105448035223,0.4652569958754893,0.2496448831699528,0.5388037460897263,0.7372113403839536,0.2883739641236634,0.6168514379300234,0.10033774200882717,0.3839751910870707,0.6044062761514932,0.5982989842525865,0.2385031955597357,0.7670189567550907,0.4931326353076926,0.0,0.41173431692372814,0.691335446450314,0.3217136983358655,0.5589506357863505,0.3780636356780752,0.412635037945676,0.5991956991108456,0.8180601624301891,0.7549151835639999,0.31979305349238435,0.5788873337393665,0.6099214712572829,0.5651632404443583,0.5030343504737151,0.2975200152767193
9,0.6575112540461397,0.7315216753599934,0.4729527431756537,0.7821178626400118,0.24244835539789816,0.5591705737840009,0.22400913086582772,0.9112284132625509,0.7141527920363744,0.24546720028389624,0.9848423446666766,0.2836359552694975,0.6069900896185593,0.5821847172231968,0.7109669901164811,0.48931039843252,0.4155923734410179,0.5783211544332998,0.5351318392878969,0.5764660569040913,0.698274799767069,0.5168992419167371,0.8400941435358993,0.8213781713486786,0.7513880720326598,0.41526078122921184,0.0,0.7270371999506643,0.5198442208646649,0.5087213217687481,0.7063584673687702,0.20406976513894146,0.2599186143894473,0.284732384288078,0.2651833889012261,0.5593242361932309,0.06488819121313442,0.15959973999785965,0.5747847319399391,0.7569805553428964
